masked,original
##까 비싼 변호사 써서 겨우 풀려난거,[UNK]이니까 비싼 변호사 써서 겨우 풀려난거지
,단백질은 중요하지
##였냐? 어우.,진짜였냐? 어우..
이은 우리에서 꼭 해야되는건데 잘 넣어주시죠?,이 사업은 우리 지역구에서 꼭 해야되는건데 잘 챙겨 넣어주시죠?
##도 그렇게 하고 싶은데 이걸에서 받아줄지를 …,의원님 저희도 그렇게 하고 싶은데 이걸 기재부에서 받아줄지를…
팀장님이 잘주시면요?,팀장님이 잘 챙겨주시면 되잖아요 그쵸?
사거리 교통사고로 사망,어제 사거리에서 교통사고로 사망했다는데
수가 없음 아직도 사람들이 있다니,이해할 수가 없음 아직도 그런 사람들이 있다니
##둥이 폭행을 하면 한 명이 처벌 받는 거냐 두 명이 처벌 받는 거냐?,샴쌍둥이가 폭행을 하면 한 명이 처벌 받는 거냐 두 명이 처벌 받는 거냐?
명이 폭행 나머지 한은 최소한 방조인 거 아니냐?,한 명이 폭행이면 나머지 한 명은 최소한 방조인 거 아니냐?
헐 한 달만에 5는 좀 많이 찌 했네 너 치킨 원래 안 좋아했잖아 빠졌나보네,헐 한 달만에 5키로는 좀 많이 찌긴 했네 너 치킨 원래 안 좋아했잖아 갑자기 빠졌나보네
애들 거지,애들 때문에 참고 사는 거지
##친 자꾸 생각나서 미칠아..,전여친이 자꾸 생각나서 미칠거같아 ..
불쌍하다 근데 [UNK] 재기는 거 아님?,불쌍하다 근데 [UNK] 재기는 어려운 거 아님?
그치 논란에만 관심있고 해명은 별 …,그치 다들 논란에만 관심있고 해명은 별 관심 없으니…
아니. 또 떨어질텐데 그 냄새 어떡하니?,아니. 집앞에 은행 또 떨어질텐데 그 냄새 어떡하니?
똥 냄새가 지독,똥 냄새가 너무 지독하잖아.
내 물이 떨어진다,내 눈에서 물이 떨어진다
[UNK] 은 다른 건 다 눈줘도 와이프 문제 때문에 못주겠다,[UNK]은 다른 건 다 눈 감아줘도 와이프 문제 때문에 못 뽑아주겠다
야 너 그러다회손으로당한다ㅋ,야 너 그러다 명예회손으로 고소당한다 ㅋㅋㅋ
##준 건했었잖아,피해준 건 미안하다고 사과했었잖아
꼭 남자한테 데봐야 정신다는 애들 보면 특징이 알아?,꼭 남자한테 데어봐야 정신 차린다는 애들 보면 특징이 뭔지 알아?
지하철 기관 안내방송으로 자기 딸 데이트폭력 사망한 거 도와달라.,지하철 기관사가 안내방송으로 자기 딸 데이트폭력 사망한 거 도와달라 했대.
미국은 밭이 뭐만이라,미국은 밭이 뭐 27만평이라노
야 깨지 너도.,야 분위기 깨지말고 너도 놀아.
저 조각상 갖다 버리는것도 들,저 조각상 갖다 버리는것도 돈 엄청 들던데
이미 너는 내 깊은 곳에 잡았,이미 너는 내 마음속 깊은 곳에 자리 잡았어
중되면 눈꼽만큼 나아지니 좀봐,중3되면 눈꼽만큼 나아지니 좀 기다려봐.
내가 들었는데 쟤네 친구가 아니라 애인,내가 들었는데 쟤네 친구가 아니라 애인사이래
내가 한번 해?,이건 내가 한번 해 볼까?
누구나할수도있잖아 근데 요새는 그지 너무거고 ; ; 너는 한번도안틀리고 써??,누구나 실수할수도있잖아 근데 요새는 그지적이 너무 심한거고;;너는 한번도안틀리고 써??
다 조기인지ㅋㅋ,다 조기 교육때문인지ㅋㅋ
응 그렇다고 하더라능력이 전체적으로 다 떨어졌,응 그렇다고 하더라 학업능력이 전체적으로 다 떨어졌대.
집에 미혼모 혼자 애지?,저 집에 미혼모 혼자 애 키우지 않아?
,그러게 말이야.
치매가 있는 거야?,치매가 치료가 될 수 있는 거야?
##는 해도 다행이다,늦추는 거 만 해도 다행이다
병을 해,병을 뭘 이해를 해.
병 거지.,병은 고쳐야 하는 거지.
그럼 말하면서 생각은 없지?,그럼 말하면서 재난지원금 기부할 생각은 없지?
니랑 게이가 수도 있지,니 생각이랑 다르게 게이가 아닐 수도 있지
성매매하는 방송복귀,성매매하는 사람들 다 방송복귀하네
프로 왕따어?,그 프로 왕따 논란 봤어?
이 분싱,이 분 돌싱이래
,좋지 당장 시키자
##는 더할 나이지,30대는 아직 더 도전할 나이지
##은 불구경이 최고.,원래 구경은 불구경이 최고래.
은 유학 가서를 누구보다 많이 잡순 1위,[UNK]은 유학 가서 맥도날드를 누구보다 많이 잡순 스님 1위
서울 시내 절에들이나 그러지 아직도 산속 사찰에서는 다함,서울 시내 절에 있는 승려들이나 그러지 아직도 산속 사찰에서는 다 채식함
쓸데없는 거지 현실을 살아라,쓸데없는 거 가지고 물어뜯지 말고 현실을 살아라
##할 때 보면 재밌,응 심심할 때 보면 재밌더라고
일본은 길거리가해,일본은 길거리가 진짜 깨끗해?
여자랑 해야 행복하다,결혼은 저런 여자랑 해야 행복하다
옛날에 왕따설 돌고 했던 그룹 다시 복귀 ~ 피해자라고 했던 애가 대국민 사기 친 거,옛날에 왕따설 돌고 했던 그룹 다시 복귀한대~ 피해자라고 했던 애가 대국민 사기 친 거였다던데
3포도 지금 M들이 30대 애들에서 나온 소리다,3포도 지금 MZ들이 아니라 30대 애들에서 나온 소리다.
현 30대 개한 세대,현 30대 초반 개불쌍한 세대 맞음
쉬운 일만 골라서 할 없는건 뭘 불만이 많아,쉬운 일만 골라서 할 수도 없는건데 뭘 그렇게 불만이 많아
##가 앵앵대는것,어디서 파리가 앵앵대는것 같은데
이?지,이 바지 어때? 예쁘지
사람한테 짝퉁!기만만!,사람한테 짝퉁이라니! 예쁘기만 하구만!
##자체가 안어울린다 어색한거라니까요 ~,역할자체가 안어울린다기보단 어색한거라니까요~
낳음 당했다고 다들 부모데 좀 좋겠네,낳음 당했다고 다들 부모 탓하는데 좀 적당히 했으면 좋겠네
##는 입이 엄청 고급인 게 아닌 이상 그냥 사먹는 게 가성비도 좋고더라,피자는 입이 엄청 고급인 게 아닌 이상 그냥 냉동 사먹는 게 가성비도 좋고 괜찮더라
##을 너무 많이 해서 그런지 난독짐,스마트 폰을 너무 많이 해서 그런지 난독 심해짐
##으려 별짓 한다,관심을 얻으려 별짓 다 한다
##인지 머리가 없네,이마인지 머리인지 경계가 없네
##들 기자회견하는??,저사람들 기자회견하는 거 봤나??
##지,야구 재미있지?
여자 다 요리,여자 남자 다 요리하는데.
나온남 최악,어제 나온 소개팅남 진짜 최악
##쌀려지,눈쌀 찌푸려지더라
유럽 선녀 할걸,유럽가면 우리나라가 선녀구나 할걸
왠 일이야?할 편한 사이였나?,왠 일이야? 우리가 전화할만큼 편한 사이였나?
넌 못 먹어서 이렇게 난리니?,넌 왜 날 못 잡아 먹어서 이렇게 난리니?
한국인이 도박 감옥 아니였어?,한국인이 외국에서 도박하면 감옥가는거 아니였어?
재미 하고 그 자리에서 끝나는 법적으로 도박 하더라,재미로 하고 그 자리에서 끝나는건 법적으로 도박 아니라고 하더라
에휴 사회는 무슨 취준 나락으로 거지.,에휴 사회는 무슨 취준 시작하면 또 나락으로 가는 거지.
나 그냥 때리고,나 그냥 멍 때리고 있었어
그치? 나는끼서 물어 ㅋ,그치? 나는 못느끼겠어서 물어봤어 ㅋ
촛불 들고 짓을 했는지.,내가 촛불 들고 무슨 짓을 했는지 모르겠다.
""" 스파링하자 ” 며, 중태 빠트 일진놈들 봤나","""스파링하자”며 폭행, 중태 빠트린 고교 일진놈들 봤나"
서글 술이나하러,서글프다 술이나 한잔하러 가자
대중교통 시설에서 양보 안 하는 죄다 20대 여자.,대중교통 시설에서 양보 안 하는 사람 보면 죄다 20대 여자더라.
##을해,누가 주작을해?
쥴리가딸,쥴리가 외동딸 아냐?
##강이다 ㄹㅇ해,오늘 휴강이다 ㄹㅇ 행복해
##혀도 괴롭혀야지,진짜 괴롭혀도 정도껏 괴롭혀야지
그럼 그냥 괴롭힘으로해,그럼 그냥 직장내 괴롭힘으로 신고해
여자 브라질 혼혈,이 여자 브라질 혼혈이래
국제결혼 팔려온 여자들지,국제결혼으로 팔려온 여자들 말하는거지?
"몰라, 어제 어떤 남자가 니 여친 딱더라","몰라, 어제 어떤 남자가 니 여친 옆에 딱 붙어있더라"
군인들은 딱 봐도 티,군인들은 딱 봐도 티나지 않음?
왜? 그 정도면 돈 거잖아,왜? 그 정도면 돈 많이 있는 거잖아
나도 가계부 쓰는데 굉장히 좋 되게 결심한 것 같아,나도 가계부 쓰는데 굉장히 좋더라구 되게 좋은 결심한 것 같아
당연히 알지ㅋㅋ 전참시에도 나왔더라던데 순,당연히 알지ㅋㅋ 전참시에도 나왔더라 재밌던데 순박하고
##하다가 사라지겠지 뭐,잠깐 반짝하다가 사라지겠지 뭐.
나랑 되게 오래 본 친구가 있는데 애가 너무어서 좀스럽다..,나랑 되게 오래 본 친구가 있는데 애가 너무 자주 울어서 좀 부담스럽다..
어떻게한테립을 치냐 ㅋㅋㅋ 사람이 할인가,어떻게 친구한테 패드립을 치냐 ㅋㅋㅋ 사람이 할 짓인가
다음에 너두 한 번 ~,다음에 너두 한 번 놀러와~
부모님 욕,저희 부모님 욕 하지마세요
##들 모임,솔로들 모임도 있네
저엔기 싫네,저 모임엔 절대 들어가기 싫네
아무리 그래도는 사람을 말살시키는 범죄야,아무리 그래도 몰카는 사람 인격을 말살시키는 범죄야.
전라도 가는건,나 전라도 가는건데?
##이라서 안살수가구!!,이거 한정판이라서 안살수가 없었다구!!
죽었으면 좋겠어,정말 내가 죽었으면 좋겠어?
저은에 문제가 심각하네,야 저 식당은 위생에 문제가 심각하네
한 번 한,연애 한 번 한 했다고 난리다
다들 게,이제 다들 무시하는 게 답이다
빨리겠어,빨리 나와 늦겠어.
여자는 걸려,여자는 원래 오래 걸려.
##하는 일하는 게 진짜 하나도 없음,아르바이트하는 곳 사장님 일하는 게 진짜 하나도 없음
얼마 구한 그곳?니까 일 안 하려고 알바 구한 거?,얼마 전에 구한 그곳? 사장이니까 일 안 하려고 알바 구한 거 아닐까?
나망증.,나 건망증 있잖아.
la다 감독려나,la다저스 감독 경질될려나
##야지 한해 두해도 아니고,당연히 내보내야지 한해 두해도 아니고
그전력으로 걔속하다 재수,그전력으로 걔속 준우승하다 재수좋게 한거지
##해서 미혼하고는 잠자리 하면?,애인있다고해서 미혼하고는 잠자리 하면안돼?
결혼한건 범죄 정도는같아,결혼한건 아니니까 범죄 정도는 아닌거같아
##십도 거절 안 하고 데이트비용도 낸,스킨십도 거절 안 하고 데이트비용도 지가 낸대
,어떻게 생각해?
##해서했어?,오늘은 집중해서 공부했어?
학교에서 성관계하는 소리가 복도 다 들.,학교 기숙사에서 성관계하는 소리가 복도까지 다 들립니다.
성행위 기숙사에서 당장실 시켜야지!,성행위가 사실이라면 기숙사에서 당장 퇴실 시켜야지!
여기 면 발로 밟는다,여기 우동 면을 발로 밟는다던데
[UNK] 어 모른다고 반말하고 좀 만 하니까 그런거지,[UNK]어 모른다고 반말하고 좀 만 실수해도 뭐라고 하니까 그런거지
##도 했다,이제 헬스도 끊고 했다
##질 일만 남았다!!,이제 살빠질 일만 남았다!!
빨아서 미안한 세계로 따지면 페이커가 더 많지 않을까,진지 빨아서 미안한데 세계 전체로 따지면 페이커가 더 많지 않을까
통장에 새 같지,통장에 왜이리 돈이 새는거 같지
##해야 마음이 편하겠어,그냥 무시해야 내 마음이 편하겠어
##걸할 능력이 안되나?,색다른걸 구상할 능력이 안되나?
##라도 한?,무슨 실수라도 한 거야?
그러는 너는?게,그러는 너는? 예쁜게 싫어?
싫지는 않지만 차별하고 싶지.,싫지는 않지만 그걸로 차별하고 싶지는 않아.
,ㅇㅇ가자
정신머리가...?,제 정신머리가 어때서요...?
사람이 병데한 거 아냐?,사람이 병걸렸다는데 너무한 거 아냐?
##블 여자 남자 화장실 가니깐 갑자기 화장고치고 올때 되니깐 다시 술취한모드,옆테이블 여자 남자 화장실 가니깐 갑자기 화장고치고 올때 되니깐 다시 술취한모드 하더라
##해주고 싶을정도,응원해주고 싶을정도였음
아 같은이라서졌나보다 우르르 매점가고있나봐 ㅋㅋ,아 같은 반이라서 이번에 친해졌나보다 우르르 매점가고있나봐 ㅋㅋ
##가 왕성하다던데,중국에서 모유거래가 왕성하다던데
냄새나,빨래 했는데 냄새나.
완전히쳤어,오늘 모의고사 완전히 망쳤어
##었나보네 ㅋㅋ 진정해,오늘 되게 바빴었나보네 ㅋㅋ 진정해
그래도 돈 많이 받잖아. 너무 마,그래도 돈 많이 받잖아. 너무 그러지 마
와 남편이자 할 안 팔아서 10억 더 땡겼네,와 남편이 집팔자 할 때 안 팔아서 10억 더 땡겼네
근데 진짜 생각이 없나보다,근데 집값은 진짜 잡힐 생각이 없나보다
야 한게 치러 갈래?,야 오랜만에 볼링 한게임 치러 갈래?
한국사람 싸잡아서 욕하는 좀같아,근데 한국사람 싸잡아서 욕하는건 좀 아닌거같아
피도도 없니?,너는 피도 눈물도 없니?
피도도 없다,응 나는 피도 눈물도 없다
케이을 싶,케이팝을 배우고 싶대
다생겼ㅋㅋ,왜 다 잘생겼던데ㅋㅋ
아우 때려지 해야지,아우 회사를 때려치던지 해야지
개이야,ㅇㅇ 개존잼이야
니는 남자거냐?,니는 남자라서 괜찮다는거냐?
성형 한거랑 사기당한거랑. 나같으면 다시 는 사람 못 믿어 그리고 실력도,성형 한거랑 사기당한거랑 뭔상관.. 나같으면 다시 는 사람 못 믿어 그리고 실력도 좋음
부자가 위해하며 있어,부자가 되기 위해 절약하며 살고 있어
넌 평생 살찔꺼같음..? 이름도 사이인데하지마,넌 평생 살 안찔꺼같음 ..?이름도 모르는 사이인데 비하하지마
좌파는 거의 [UNK] 랑하지,좌파는 요새 거의 [UNK]랑 비슷하지 않냐
그래도 [UNK] 간 아니냐 ㅋㅋ,그래도 [UNK]는 너무 간 거 아니냐 ㅋㅋ
##를는 건 어때?,인스타를 그만두는 건 어때?
##가 싫은 건이 엉망이야.,인스타가 싫은 건 아닌데 알고리즘이 엉망이야.
##을해서 안 나오게 해봐.,알고리즘을 잘 조정해서 안 나오게 해봐.
나 니에 손 적.,나 니 치킨에 손댄 적 없는데.
그럼 거지?,하 그럼 누가 먹은 거지?
한국은 죄다이잖아 ㅋㅋ,한국은 반대로 죄다 휴일이잖아 ㅋㅋ
##라도,쪽지라도 붙여봐
[UNK] 에 저 외모가?와도 1퍼일 듯,[UNK]에 저 정도 외모가? 우리나라와도 상위 1퍼일 듯
##닼ㅋ들이 보면 뭐라고 할까,맞닼ㅋㅋㅋ 부모님들이 보면 뭐라고 할까
내친구 부대에서 자는 후임병 찾아가서 중요부 만져서 처벌받 사람있다,내친구 부대에서 자는 후임병 찾아가서 중요부위 만져서 처벌받은 사람있다더라
그래도 걸.,그래도 닮은 걸 어떻게 해.
니도 여자 사때만 보고잖아 ㅋㅋㅋ,니도 여자 사귈때 외모만 보고 사귀잖아 ㅋㅋㅋ
"응 그래서 일도 훨씬 더 많고, 사실 부매니저가 맞는지어","응 ㅠ 그래서 일도 훨씬 더 많고, 사실 이게 부매니저가 맞는지 모르겠어"
