masked,original
그쪽에서 먼저 과격하게 했잔아요 까세여,그쪽에서 먼저 과격하게 했잔아요 여기 까인거보세여
쟤는 굶어서 살 빼 진짜 독,쟤는 굶어서 살 빼네 진짜 독하다
저런 가진는 잘못 걸리면 피곤,저런 성격 가진 애들한테는 잘못 걸리면 피곤해
[UNK] [UNK]네,[UNK] [UNK] 게시글 올렸네
팬 다 조조마해,팬인 내가 다 조마조마해
대값 정도 되려나?,차 한 대값 정도 되려나?
,잘 생각했다.
노상강도괴도 하던 시절이잖아요,노상강도에 유괴 감금도 하던 시절이잖아요
이 사람 명 때문에 사람들이 피해를 보네 ~,이 사람 한 명 때문에 너무 많은 사람들이 피해를 보네~
##를하게 만들려는 꼼수로 밖에 안보인다,그냥 미접종자를 접종하게 만들려는 꼼수로 밖에 안보인다
##하면 안걸리는...,접종하면 안걸리는것도 아닌데...
남자가 문제 어떻게든 여자 끌고오는거 그만좀해,남자가 문제여도 어떻게든 여자 끌고오는거 그만좀해..
##까지 해도 되는 거 아니야?,내일까지 해도 되는 거 아니야?
[UNK] [UNK] 따라 거,[UNK] [UNK] 따라한 거 귀여워 ㅠㅠ
메뉴 개발을 앵간한 요리사보다 [UNK] 이,메뉴 개발을 앵간한 요리사보다 잘해서 [UNK]이 인정받는거임
아 내일인데 교수는 왜를 해주냐,아 내일 개강인데 교수는 왜 공지를 안 해주냐
염색하면 암 걸린다,염색하면 암 걸린다고?
##걸...,나도 여자로 태어날걸...
[UNK] 돼,[UNK]은 반성해야 돼
[UNK] 같이,[UNK] 지지하는 국민들도 같이 해야지
그진해봐야 돼,그 사람은 정밀진찰해봐야 돼
[UNK] 은이랑 똑같게 진짜 늙,[UNK]은 예전이랑 똑같게 진짜 안 늙는다
##해서 나이를 피해가나봐,진짜 관리 열심히해서 나이를 피해가나봐
갓한 애들 옆에서도리지,갓 데뷔한 애들 옆에서도 꿀리지 않네
##도 챙겨 정도면 니가 아님?,후기도 챙겨볼 정도면 니가 팬 아님?
내 여친은쉽만 하려고 좋으면서기더라,내 여친은 스킨쉽만 하려고 하면 좋으면서 튕기더라
##벗고 나서서 사실대로 말해줘야,내가 발벗고 나서서 사실대로 말해줘야 되나
아빠란 사람이 낳은거 후회,아빠란 사람이 나 낳은거 후회한단다
연 더 잘 거 아빠한테,연 끊고 더 잘 사는 거 보여줘라 아빠한테
##코르셋 청원ㅋㅋ,탈코르셋 청원이라니ㅋㅋ
##이면 충분히 할 줄 애들이야,고등학생이면 사리분별 충분히 할 줄 아는 애들이야
국방부 하는 성인지 교육 수준,국방부에서 하는 성인지 교육 수준 봄?
뭔 같지도 않은,뭔 말 같지도 않은 소리야?
"##지, 다녀야 되냐?","그럼 웃지, 울고 다녀야 되냐?"
철판 깔고 살아야 하는데 애가 너무해서 평생고생할,철판 깔고 살아야 하는데 애가 너무 착해서 평생 마음고생할 듯
나는 맨날 달달 싶어 미치겠어 진짜,나는 맨날 이렇게 달달한게 먹고 싶어 미치겠어 진짜
진짜 참 게,인정 진짜 참은 게 대단하다
불륜 것들은 진짜 벌,불륜 저지르는 것들은 진짜 벌받아야 해
저 인간이 것은 오직 하나 언론중재,저 인간이 믿을 것은 오직 하나 언론중재법
##이면쓰했다,5년이면 오래쓰긴했다
너도 하면 진짜 잘 텐데,너도 하면 진짜 잘 할 텐데 아쉽다
노인들가 거세,노인들 투표 기세가 거세네
네가 다녀 술이 들어가게 생겼나,네가 회사를 다녀봐 술이 안 들어가게 생겼나
##지 밖에 안된 라이징 스타던데...,얘는 뜬지 1년 밖에 안된 라이징 스타던데...
백종원 엄청거지 ㅋㅋ,확실한건 백종원이 엄청 봐주는거지 ㅋㅋ
뭐? 너피 뜰래?,뭐? 너 만나서 현피 뜰래?
##ㅋ는 몇길래 그러세요,ㅋㅋㅋ 아저씨는 몇 살이길래 그러세요
##가 하고 그것도 하시고,분가 하고 싶은데 그것도 못하게 하시고
잠재적 성범죄자,잠재적 성범죄자 취급 그만.
여자고시원 신발장에서 신발냄새,여자고시원 신발장에서 신발냄새를 맡다니
,그렇다니까!
,술 맛 좋다
[UNK] 잘 거 같지 않아?,[UNK] 요새 방송에 잘 안나오는 거 같지 않아?
##이라도 당하면 다행이지,인종차별이라도 안 당하면 다행이지
,부산 사람들 무서워
사랑하는 좀쳤나보네.,아이를 사랑하는 마음이 좀 지나쳤나보네.
[UNK] 이 [UNK] 랑 짤어,[UNK]이 [UNK]랑 있는 짤 봤어?
누군데,[UNK]가 누군데?
[UNK] 이한 유기견.,[UNK]이 전에 입양한 유기견이야.
[UNK] 이부지?.,[UNK]이 강아지 좋아하나부지?.
##에 피 빼달라고 들어갔네,햄버거에 피클 빼달라고 했는데 들어갔네
없이,어쩔수 없이 그냥 먹어
피 못먹어서 그래,나 피클 못먹어서 그래
빼 해야,가서 빼달라고 해야겠네
##한 코로나 바이러스니까 그렇겠지.,제일 시급한 문제가 코로나 바이러스니까 그렇겠지.
너 살인사건이 나길,너 살인사건이 나길 바라는 거야?
죽였는데 겨우,저렇게 죽였는데 겨우 5년?
아무리 그래도 죽 좀 않나,아무리 그래도 죽으라는건 좀 아니지 않나
다 몰래 연하하고 나오는 거임,다 몰래 연하게 화장하고 나오는 거임
어떻게 방송에얼로,어떻게 방송에 쌩얼로 나오지?
돌리 ㅋㅋㅋ,그냥 채널 돌리자 ㅋㅋㅋ
##싸들은 수집한 거 환장하는데,인싸들은 신발 수집한 거 보면 환장하는데
여대 다 걸러,그렇다고 여대를 다 걸러?
근로하는 애들 소득분위 낮아야,근로하는 애들 소득분위 낮아야 할수있지?
##지가 존재하나요?,요즘도 촌지가 존재하나요?
##당하면 어쩌려고?,그러다가 신고당하면 어쩌려고?
거울 봐도 흠잡을,거울 봐도 흠잡을데가 없는걸?
인스타 얼굴보고 진짜 사람도 없을 껄,요즘 인스타 얼굴보고 진짜라고 믿는 사람도 없을 껄
##만 해서 그런듯? 잘하,불러 줄만 해서 그런듯? 잘하잖아
##가우니까 보여주고 싶겠지,고양이가 귀여우니까 보여주고 싶겠지
그 수준이 말도 안했,그 정도 수준이면 말도 안했어
니랑 정신병하냐?,니랑 의견 다르면 정신병 취급하냐?
[UNK] 이돼서 진짜,[UNK]이 확정돼서 진짜 다행임
ㄹㅇ 얼굴도 정치도듯,ㄹㅇ 얼굴도 신선하고 정치도 잘할듯
안 쪽팔린?,응 하나도 안 쪽팔린데?
,그건 좀 아니다
,말이 너무 심하네
야 저 밭은 주인이 밭이야 도둑질,야 저 밭은 주인이 있는 밭이야 그건 도둑질이야
"내 말이, 진짜 사건으로 게 자식이었어도 이런 생각 할 수 있을까?","내 말이, 진짜 이번 사건으로 죽은 게 자기 자식이었어도 이런 생각 할 수 있을까?"
무인편의 동네 애들 다 절도범ㅋㅋ,무인편의점이 동네 애들 다 절도범 만든대ㅋㅋ
진짜 지방 사람이 항력 떨어진다,진짜 지방 사람이 보기에 항마력 떨어진다…
여자들하는 거음 ㅋㅋ,여자들 뒷담하는 거 들어보면 재밌음 ㅋㅋ
넌 또 걸 ㅋㅋ,넌 또 그런 걸 듣고 있냐 ㅋㅋ
헐물 볼 수 있는거 알았음?,헐 님들 교도소에서 성인물 볼 수 있는거 알았음?
##거라.,올바른 기자 되거라.
범죄자 인권이 피해자보다 더 소중한,범죄자 인권이 피해자 인권보다 더 소중한가?
##을 해 줄 수가 있지,어떻게 감형을 해 줄 수가 있지
맞아 나 같으면 창피해서 밖에 거,맞아 나 같으면 창피해서 밖에 못 나갈 거 같아
저 여자가 결혼 전에 남자 알아내는 법을어,저 여자가 결혼 전에 남자 재산 알아내는 법을 유튜브에 올렸어
아 비 널어놓은거 다 젖,아 비와서 빨래 널어놓은거 다 젖었네
사 좀 찡찡대니까 몇 백짜리 패딩을 사주는 게 부모일까?,애가 사달라고 좀 찡찡대니까 몇 백짜리 패딩을 사주는 게 좋은 부모일까?
##팔 적당히 좋겠다 좀,오일팔도 적당히 했으면 좋겠다 좀
##해서 가냐 미군이게?,뭘 선택해서 가냐 여기가 미군이게?
##는 사람들이랑 다할래,교회가는 사람들이랑 다 절교할래
단체로 신들려서 찬양하는,단체로 신들려서 찬양하는데 무서웠어
[UNK] 가? 내 요즘 자기 그거 하고단데,[UNK]가 뭐야? 내 친구가 요즘 자기 그거 하고 있다단데
[UNK] 인간이지,[UNK]가 진짜 인간 명품이지
얼굴 어느 것 하나 꿇리지,얼굴 인품 연기력 어느 것 하나 꿇리지 않음
나도 [UNK] 가하면,나도 [UNK]가 광고하면 믿음이 간다
##도 많을 듯,할리우드 가서도 인기 많을 듯
간 남친 되나?,군대 간 남친 기다려야 되나?
아니면는 거지 ~,좋으면 기다리고 아니면 헤어지는 거지~
,그렇긴 하지
장애 인권 대체 왜 하는 거야,장애 인권 교육은 대체 왜 하는 거야?
간 칼부림 나는 다 없애라,가족 간 칼부림 나는 명절 다 없애라.
##합 했어?,[UNK] 재결합 했어?
[UNK]에어,아니 [UNK] 인스타에 난리났어
헉 그렇네? 진짜 개,헉 그렇네? 진짜면 개오바다
안 됩니다. 계엄령 선포 사태가 더을 수 없이 겁니다.,안 됩니다. 계엄령 선포하면 사태가 더 걷잡을 수 없이 커질 겁니다.
그럼 얼마나 뱉말면서 살았냐...?,그럼 너는 얼마나 뱉은말 지키면서 살았냐...?
지금 내 얘기하고있는 것도 아닌데 부들거리누,지금 내 얘기하고있는 것도 아닌데 왜 부들거리누..
미혼 여성 공무원 리스트 작성하는 건가,미혼 여성 공무원 리스트를 왜 작성하는 건가?
와우 저 죽인다,와우 저 레이싱 모델 몸매 죽인다
넌 얼마나 잘났 돼지라고?,넌 얼마나 잘났길래 사람한테 돼지라고 하냐?
"결혼하고 전업주부로 있었을 텐데, 먹고네","결혼하고 전업주부로 있었을 텐데, 먹고 사는게 조금 걱정이네"
여자는해도 잘,여자는 그래도 이혼해도 잘 버텨
여자는 구속하고 재차 확인하는 것에 사랑을 확신하기 때문에,여자는 자기의 뜻대로 구속하고 재차 확인하는 것에서 사랑을 확신하기 때문에
맞아 그냥 잘서 적당한 거됨,맞아 그냥 가성비 잘 따져서 적당한 거 사야됨
쟤 한번에 천만원는데 여자가 설껄?,쟤 강연 한번에 천만원 받는다는데 여자가 줄을 설껄?
##은 일본에서 이유가 있다 ㄹㅇ,김연경은 일본에서 좋아하는 이유가 있다 ㄹㅇ
고인을 드립에해야,굳이 고인을 드립에 인용해야겠냐
일을 거지 이게 드립으로 보이냐?,실제 있었던 일을 말하는 거지 이게 드립으로 보이냐?
진짜 나팔네,헐 진짜 나팔바지네.
##만 거 아냐?,맛만 좋으면 된 거 아냐?
이 예쁜 좀바,이 예쁜 유튜버 사진 좀 봐바
요즘 탈 여자들도 많아서 건포도 좀 튀어나온거 딱히 신경 안쓰는임,요즘 탈브라하는 여자들도 많아서 건포도 좀 튀어나온거 딱히 신경 안쓰는 추세임
최초의 여성 비행적일만한 소재로 골랐네,최초의 여성 비행사 이야기 감동적일만한 소재로 골랐네
,다 그런건 아니야
##하신 분도,친절하신 분도 많던데
길에서 중국인 만나면 진짜 한 번 싶다,길에서 중국인 만나면 진짜 한 번 물어보고 싶다
##들이랑들 세금 왜냄?,무당들이랑 종교인들 세금 왜 안냄?
내가 저 눈빛이 무서워서 결국 돈 뜯,내가 저 눈빛이 무서워서 결국 돈 뜯겼잖아 ㅠ
보기만 해도 옮 무섭,보기만 해도 옮을까봐 무섭냐?
어딜 가도 그런 진상,어딜 가도 그런 진상은 있더라고
신메뉴 먹어봤어? [UNK] 셰,[UNK] 신메뉴 먹어봤어? [UNK] 들어간 셰이크
##이크 그가 들어간 셰이크인 거야? 아니면 그냥 따로 주는 거야?,셰이크? 그 과자가 들어간 셰이크인 거야? 아니면 그냥 따로 주는 거야?
##려 죽 안네,졸려 죽겠는데 안 끝나네
##이었으면 넘치게는 할 텐데,그러게 대면이었으면 넘치게는 못 할 텐데
##ㅋ 나같으면 평소에도 쪽 보고 배우겠다,맞아 ㅋㅋㅋ 나같으면 평소에도 패션 쪽 보고 배우겠다
그럼 내가 너 대신까?,그럼 내가 너 숙제 대신 해줄까?
,ㅋㅋ 가져와봐
##에져하기 힘들었나 보네,폭력에 길들여져 저항하기 힘들었나 보네
", 때랑 거 아님?","[UNK], [UNK] 때랑 똑같은 거 아님?"
##에 제대로 놀 못할 텐데 말야,저 인파에 제대로 놀지도 못할 텐데 말야
아직도 구미에서는 [UNK]에고 제삿상도 차리...,아직도 구미에서는 [UNK] 동상에 절하고 제삿상도 차리던데...
서울대 백수,서울대 나온 백수도 많아
##들 우리집에에 오기로,이모들 우리집에 이번주에 오기로 했다
,응 아니야~
양심이 너무 없는 것,양심이 너무 없는 것 같아서..
##하기 빼기만 잘하면 되는거잖아,수학은 더하기 빼기만 잘하면 되는거잖아
누가 맞으라고 떠민 것도 지 좋아서 맞은,누가 맞으라고 떠민 것도 아니고 지 좋아서 맞은 거잖아.
남자가 그냥,남자가 그냥 이기던데?
둘다사람 맞나 싶,둘다 격투기 배운사람 맞나 싶더라
그래도 체 보면 여자가하던?,그래도 체급으로 보면 여자가 우세하던걸?
남자보다 어깨 보이,남자보다 어깨 넓어 보이던데
차라리술하고을 짜내는 인공지능을 만들지,차라리 신기술 연구하고 수식을 짜내는 인공지능을 만들지
##에서 나오는 그런 거 인간은 존재 필요가 없지 않아?,영화에서 나오는 그런 거 만들면 인간은 존재할 필요가 없지 않아?
##토피아 세계를 만드는 거야,그런 생각이 디스토피아 세계를 만드는 거야
백신 밀린게 까지길이 날뛰면서 화낼?,백신 밀린게 이렇게 까지 길길이 날뛰면서 화낼일인가?
##지,뭐래 내가 아깝지
진짜 양심 없네.ㅋ,진짜 양심 없네..ㅋㅋㅋ
단편적인 것만 보고 정 떨어지니 징그럽니 게,단편적인 것만 보고 정 떨어지니 징그럽니 표현하는 게 웃긴다
갤질하는 남자들 거르,갤질하는 남자들 어떻게 거르냐 ㅜ
,조용히 해라
##하고 인생거지,그러려니하고 인생 그냥 버티는거지
##가 학폭 하고 싶어서?,걔네가 학폭을 하고 싶어서 하겠어?
따라서 수 없이 거지,친구들 따라서 어쩔 수 없이 하는 거지
너 민초야 반민초파,너 민초파야 반민초파야?
? [UNK] 보다하는 아줌마들이 훨씬 진한데?,엥? [UNK]보다 등산하는 아줌마들 화장이 훨씬 진한데?
애를 한번에 5명 이상 여간 아님,애를 한번에 5명 이상 보는게 여간 힘든일이 아님
때리는건 것이지요,그렇다고 아이들을 때리는건 잘못된 것이지요
"ㄹㅇ 눈치 ""게 한국의 알파이자 오메가임","ㄹㅇ ""눈치""라는게 한국 문화의 알파이자 오메가임"
남성사가 강아지했더라,남성 애견 미용사가 강아지 학대했더라
너한다 했지 않냐 어떻게 됐음? 잘가냐,너 저번에 소개팅한다 했지 않냐 어떻게 됐음? 잘 돼가냐
아프간을 북한에게 먹 우리나라를해 볼 수 있다,아프간을 보면서 북한에게 먹힌 우리나라를 예상해 볼 수 있다
헐 애초에 가슴이 어느정도 있어야 많이 수 거 였어,헐 애초에 가슴이 어느정도 있어야 많이 키울 수 있는 거 였어?
너 아무리 그래도증도 없이 며느리를 어떻게 도둑 할 수가?,너 아무리 그래도 확증도 없이 며느리를 어떻게 도둑 취급을 할 수가 있어?
