masked,original
생일이 뭐라고 유세는. 자.10장. ㅋ,생일이 뭐라고 유세는..자.나는 쿠폰10장.ㅋ
,인정 ㅋㅋㅋ
태어나보니 다이아수저 이런게 서민들 상실감을 유발 어찌보면 내돈 내핏줄한테 건 것 같아,태어나보니 다이아수저 이런게 서민들 상실감을 유발하지만 어찌보면 내돈 내핏줄한테 주는 건 당연한 것 같아
그렇지 ~ ~ 그나저나 돈 사람들결이 궁금하다,그렇지~~그나저나 돈 많은 사람들 성공비결이 궁금하다
##가 줄?,육아가 쉬운 줄 아냐?
아까 술 마셨는데 머리가 왜이렇게 아프지? 아다 두들겨 맞은 것 같이,아까 술 마셨는데 머리가 왜이렇게 아프지?ㅜㅜ 아 괴롭다 두들겨 맞은 것 같이 아파
가서 다리 장애인 된,군대 가서 다리 장애인 된 뉴스 봤냐
시키는대로 했는데 봉했네,나라가 시키는대로 했는데 봉변당했네
남자랑 속궁합이 안맞아서이야..을 정말 잘맞는데,남자 친구랑 속궁합이 안맞아서 고민이야..성격을 정말 잘맞는데
아파서 고민이라는건 ㅋㅋ 니 얘기라 그렇게??,아파서 고민이라는건데 ㅋㅋ 니 얘기라 그렇게 생각하는거야??
나는 저렇게없는 애들이 어설프게 착한척하려는 애들 훨씬더라,나는 저렇게 가식없는 애들이 어설프게 착한척하려는 애들보다 훨씬 좋더라
,이시국에 일본?
아들이중인게 손자 죽일만한 일이 됨,아들이 이혼소송중인게 손자 죽일만한 일이 됨?
아 진짜 [UNK],아 진짜 [UNK] 너무 예쁘다
##은 쌓이는데까지 터지니진거지,불만은 쌓이는데 논란까지 터지니 멀어진거지
##할때 있어야되는데,아 소개팅할때 너가 있어야되는데
##말고 처리반 할애가,너말고 처리반 할애가 없어서 그래
거지가 부자를해.,거지가 부자를 대체 왜 걱정해.
얘네 요즘는 걸이잖아,얘네 요즘 뜨는 걸그룹이잖아
깨는 게 정신 이로울 듯,꿈 깨는 게 정신건강에 이로울 듯
##살이나 할까?,우리 주말에 풋살이나 할까?
연기자가 연기력으로 까 뭐 자기가문제지,연기자가 연기력으로 까이는거면 뭐 자기가 받아들일문제지
남자마다,남자마다 다르지 않을까?
남편이 하나 까을,남편이 손 하나 까딱을 안해
,결혼 괜히 했어
그런 다 돌 애가 제대로 크겠냐?,그런 식으로 다 감싸고 돌면 애가 제대로 크겠냐?
##은 혼나기도 해야 예의바르게 자라지,가끔은 따끔하게 혼나기도 해야 예의바르게 자라지
주먹으로 애를 교육시키려...,그렇다고 주먹으로 애를 교육시키려 하면 안되지...
이슬람 먹어도 되냐?,이슬람이 소고기 먹어도 되냐?
##도터진거 잊지,해군도 사건터진거 잊지마세요
니처럼 없다,니처럼 열심히 해봐야 의미 없다
586세대랑세대 세대도 심각한 것,586세대랑 2030세대 세대 갈등도 심각한 것 같아
##겠다.둬,싸우겠다. 그만둬.
니가냐느냐고,니가 왜 만냐느냐고
그게 사실이라면 똑똑한 애들이 없어서 사람이 없다는 뜻,그게 사실이라면 똑똑한 애들이 없어서 일할 사람이 없다는 뜻 아닐까?
중국 애들은을 쓰고서 치우지를.,중국 애들은 기숙사 주방을 쓰고서 치우지를 않아.
여자 거신이 도왔네.,여자 헤어진 거 진짜 조상신이 도왔네.
요새 공무원들은 완전 을,요새 공무원들은 완전 을인데.
,또 잔소리.
,그러게 말이야.
##라도 조심,우리라도 조심하자.
양념 부족했다고점 테러 인간이거든,저번에 양념 부족했다고 별점 테러한 인간이거든
가정 폭력 사람이 같이 살지,가정 폭력하는 사람이랑은 같이 못 살지
빨리고 싶다.. 왜 안 길?,머리 빨리 기르고 싶다.. 왜 안 길지?
똥 싸고 핵,똥 싸고 왔는데 핵 시원해
,그냥 물어보는거야
매춘부가,쟤네는 매춘부가 아니잖아
이래서 거르고 차를,이래서 지하철 거르고 차를 사야해
##쁠 것 같아.,아마 계속 바쁠 것 같아.
엄마 자꾸을하고 두고 다닌다,엄마 요새 자꾸 핸드폰을 깜빡하고 두고 다닌다
##했네? 만나러 가,화장했네? 누구 만나러 가?
아니? 갈?,아니? 나 독서실 갈 건데?
화장 좀 하고 좀 깔끔하게 입은 가지고 나간 거 아니냐?,화장 좀 하고 옷 좀 깔끔하게 입은 거 가지고 너무 나간 거 아니냐?
장애인 이해 가지 않음?,장애인 주차구역 이해 안 가지 않음?
,고쳐야 겠네
밥은 싸구려 먹 곧죽어도 고급커피한다는 거잖아,밥은 싸구려 먹더라도 곧죽어도 고급커피 먹어야한다는 거잖아.
너무 욜로처럼 돈 게 소리 한 거야.,너무 욜로처럼 돈 쓰는 게 보여서 한 소리 한 거야.
##이기에 넣고 돌렸더니 ㅅㅌㅊ,에어프라이기에 삼겹살 넣고 돌렸더니 ㅅㅌㅊ
##이네,아 벌써 연말이네
,나이 먹기 싫다
##는거는 나이랑 살밖에 없네,그러니까 진짜 느는거는 나이랑 살밖에 없네
아프리카인들은 상대도,아프리카인들은 상대도 안할거야.
하시,어제 잔소리 하시더라
추워지니깐 돼지긴다 난 내일 여친이랑 가야지,추워지니깐 돼지국밥 땡긴다 난 내일 여친이랑 가야지
급발진 하네ㅋ....그렇게 남자를 싫어함?,급발진 하네ㅋ.... 근데 너네는 왜그렇게 남자를 싫어함?
남자를 싫어하는 여자를 남자들을 싫어하느 거임,남자를 싫어하는게 아니라 여자를 무시하는 남자들을 싫어하느 거임
,어휴 말을 말아야지
남자랑박할 건데 핑계 추천,남자친구랑 외박할 건데 핑계 추천 좀
너없다고 나한테 질투,너 남친없다고 나한테 질투하지마!
##돼,걱정돼?
##도 할수도 ㅋㅋ,틀린말도아닌데 할수도있지 ㅋㅋ
##도 해야 하는 거 아님?,솔직히 여자 징병도 해야 하는 거 아님?
##서 야한 팔고 이런 거 수위가 어느 정도?,sns에서 야한 사진 팔고 이런 거 수위가 어느 정도야?
데만렸다는 느낌?,딱 가릴 데만 가렸다는 느낌?
아에서 진짜 뚜껑 열릴 했잖아,아 오늘 슈퍼에서 진짜 뚜껑 열릴 뻔 했잖아
,멋지게 봐주십시오
[UNK] 빠,이제 [UNK]도 빠이야
저 매일 부하 시키,저 사람은 매일 부하들 시키더라
##이면 좋다고 해서 호텔,호텔이면 좋다고 해서 호텔 갔는데…
... 근데 외모가 아니지...,음... 근데 외모가 인생에 다는 아니지...
##이 돌아가는 사람들도 아니고 ~,선수들이 우리가 챙겨야 돌아가는 사람들도 아니고 ~
맞어 ㅋㅋ 그렇게 보호하고 빨대를로 씀,맞어 ㅋㅋ 그렇게 환경 보호 하자하고 빨대를 종이로 씀
아이 책 안 지겠다고 낙태하라 한 게야,아이 책인 안 지겠다고 낙태하라 한 게 죄야?
오빠? 나 임신,오빠 어떡해? 나 임신했어
노키즈존 대찬성이다. 내 돈 먹을 권리가 있지,난 노키즈존 대찬성이다. 내 돈 내고 편안하게 먹을 권리가 있지
,여자친구 사귀고싶다
아파트 지하주차장에서 여학생한테 그짓하려다가다는봤냐,아파트 지하주차장에서 10대 여학생한테 그짓하려다가 잡혔다는 기사봤냐
##방에다가 욕하고 하소연만 하고 사라,갑자기 톡방에다가 욕하고 하소연만 하고 사라짐
이거 거지,이거 어떻게 하는 거지?
##이랑 했거든.,어제 여친이랑 데이트 했거든.
늙음이 느껴져 너무,그럼에도 늙음이 느껴져서 너무 슬퍼
##하는 것 보니까 좀 생겼나봐?,얼평하는 것 보니까 좀 생겼나봐?
이노마내 박았다며.,이노마!니가내 차 박았다며.
내 비서 창문으로 다.,내 비서가 창문으로 다 봤어.
##하구요. 변.,미안하구요.변상하겠습니다.
ㅋㅋ 옛날에는 양만도 도덕적으로 문제 사람 취급 당했었는데 … 추억 돋네,ㅋㅋ 옛날에는 양담배만 펴도 도덕적으로 문제 있는 사람 취급 당했었는데… 추억 돋네
기성세대들이라 다 교육을 못받은 왜 그러냐,기성세대들이라고 다 교육을 못받은 것도 아닌데 왜 그러냐
,잊지 말자구
요즘 대구는 서울 적,요즘 대구는 서울보다 확진자 적음
그 달린 다 동성애에 대한 욕이었어.,그 영상에 달린 댓글이 다 동성애에 대한 욕이었어.
태도도 기미도어,태도도 반성의 기미도 없었어
,그게 어때서
##기 힘들면 입양에라도 보내지,본인들이 키우기 힘들면 입양기관에라도 보내지
악마같은 아냐?,더 악마같은 애들이 누구인지 아냐?
따라가면 좋을 줄,무조건 외국 따라가면 좋을 줄 아네
여자들도리치가 걸,여자들도 영앤리치가 좋은 걸
여자가 그물도,여자가 그 성별 소유물도 아닌데
아 나는 여자친구랑십하는 거,아 나는 여자친구랑 스킨십하는 거 싫더라
그래도 주기는 게 사람지,그래도 남 주기는 싫은 게 사람 마음이지
쟤이 여자 그렇게 복잡하다며,쟤 남친이 여자 관계가 그렇게 복잡하다며?
그냥 게 것 같더라.,그냥 헤어지는 게 나을 것 같더라.
##하냐?,그렇게 답답하냐?
##기는 정말 잘해.자야.,노선 갈아타기는 정말 잘해. 능력자야.
아니에서 벌레가?,아니 음식에서 왜 벌레가 나와요?
##쳐서 나락간거?,유튜버 사고쳐서 나락간거 봄?
꼴,꼴 좋더라
와 너 어머니랑 똑같,와 너 친구 진짜 어머니랑 똑같더라
오빠는 요즘 잘 안에는 거의 내가 많이 내,오빠는 요즘 돈을 잘 안 내서 요즘에는 거의 내가 많이 내
십자 부원 모집,십자수 모임 부원 모집합니다
남자 십자수 좋아해서하고 싶어요,저 남자인데 십자수 좋아해서 가입하고 싶어요
새벽부터 밤까지하는 들으면 것 같아.,새벽부터 밤까지 공사하는 소리 들으면 미칠 것 같아.
밤에 하는 건 않아?,밤에 하는 건 법적으로 걸리지 않아?
아 거기져씨 좀 비켜,아 거기 아져씨 좀 비켜봐요
젊고 돈 많이 벌고 학력 높록 지상파 안대,젊고 돈 많이 벌고 학력 높을수록 지상파 안 본대.
룩북이랍시고 속옷 보여주는 게 제일 ㅋㅋㅋ 만든이야,룩북이랍시고 속옷 보여주는 게 제일 이상함 ㅋㅋㅋ 누가 만든 유행이야
##해서 책임비 받고 파는 거음?,냥줍해서 책임비 받고 파는 거 봤음?
숨도 쉬겠네 ;,미세먼지 때문에 숨도 못 쉬겠네;
이제인이,이제 우리도 사회인이잖아
##들도 안하면 외모 성수기 조금 풀리?,아이돌들도 관리 안하면 외모 성수기 조금 풀리겠지?
ㅇㅇ리더라 [UNK] 군대 가서 10?,ㅇㅇ풀리더라 [UNK] 군대 가서 10키로 쪗던데?
ㅋㅋ [UNK] 은울듯 군대 밥이 잘맞나봐,헐 ㅋㅋ그래도 [UNK]은 귀여울듯 군대 밥이 잘맞나봐
##했을듯,영상 나가고 후회했을듯
저급해서 못,진짜 저급해서 못 듣겠어
이번에 남자한테 살해당대,이번에 여자가 남자친구한테 살해당했대
뻔한 노들 밖에 없어,뻔한 노잼게임들 밖에 없어
넣어대더라,광고만 엄청 넣어대더라
좋아하는 그때줬나?,내가 좋아하는 사람 그때 얘기해줬나?
ㅇㅇ하다가 만난 오빠지,ㅇㅇ그 알바하다가 만난 오빠 말하는거지
어 그 사람전에 게시물 올렸 게이라고 커밍아웃함,어 그 사람 몇일전에 게시물 올렸는데 자기 게이라고 커밍아웃함
엄마는 공공에서 왜 저렇게성을 높이는 거야?,저 엄마는 공공장소에서 왜 저렇게 언성을 높이는 거야?
##간 동생 보낸 보고 질질 짜는 애들 보면 넌 무슨 드냐?,군대간 동생 보낸 편지 보고 질질 짜는 애들 보면 넌 무슨 생각이 드냐 ?
[UNK] 이번에 찍더라 근데 미쳤,[UNK] 이번에 드라마 찍더라 근데 외모 미쳤음
,신경 꺼줄래
유튜버 뒷 나락간거?,유튜버 뒷광고 때문에 나락간거 봄?
이럴 줄 유투버나 될,나도 이럴 줄 알았으면 유투버나 될껄
나보다 못다고 욕한 적도 이러노?,나보다 못 번다고 욕한 적도 없는데 왜 이러노?
##만해서 살아야겠다 그냥,내 인생만 집중해서 살아야겠다 그냥
##대가 자국 지키는데 폭력적일 수도 있지 뭐가 문제야?,국경 순찰대가 자국 국경 지키는데 폭력적일 수도 있지 뭐가 문제야?
장애인이길래 그렇게?,장애인이 무슨 잘못이길래 그렇게 말해?
밤에 누가두드려 깜짝램,밤에 누가 문두드려서 깜짝 놀램
아 짓이 없어서 가지고을 치냐,아 할 짓이 없어서 음식 가지고 장난을 치냐
한국에서 갖고 치면 참지,한국에서 음식 갖고 장난 치면 못 참지
그리고 가족들한테버려,그리고 가족들한테 배송시켜버려
##는 그 자리서 상태이 안 되는데 그냥 믿고 되나?,티비는 그 자리서 상태 확인이 안 되는데 그냥 믿고 사야 되나?
##이도 수명 있어서 사고 얼마 안 돼서 뻑 노답이야.,엘이디도 수명 있어서 사고 얼마 안 돼서 뻑나면 노답이야.
그냥 사는 게 맘할걸,그냥 새로 사는 게 맘 편할걸?
밑에서 몰래 하고 같이 가보쉴?,우리집 밑에서 몰래 룸 하고 있던데 같이 가보쉴?
진짜 너무 아프다 저런 두번다시 있어선,진짜 마음이 너무 아프다 저런일이 두번다시 있어선 안되는데
"주인이 여자, 그냥 끌려가","주인이 여자인데, 그냥 끌려가던데"
ㅇㅇ지 않고서야 저렇게 게 안되지,ㅇㅇ그러지 않고서야 저렇게 행동하는 게 말이 안되지
담배피는 애들졌으면 좋겠어.,길거리에서 담배피는 애들좀 없어졌으면 좋겠어.
나중에 남자가피면자고 할거같아,나중에 남자친구가 담배피면 헤어지자고 할거같아
나도 남자가피면고 싶을거 겉아,나도 남자친구가 담배피면 헤어지고 싶을거 겉아
비연자자,비흡연자 만나자 우리는
저 죽였다,저 사람이 사람을 죽였다면서
윤간한 남자들을 찾아서 죽였,자기 딸을 윤간한 남자들을 찾아서 죽였데
나중에 딸을 찾지 못하게 죽이기엔 눈을 파고 성기를 잘랐,나중에 자기 딸을 찾지 못하게 죽이기 전엔 눈을 파고 성기를 잘랐데
난 그래도하고 좋 튀는 패션보다 저게 나은듯,난 그래도 깔끔하고 보기 좋던데 튀는 패션보다 저게 나은듯
[UNK] 흰 질 안에 입기 좋은데..,[UNK] 흰티 질 좋아서 자켓 안에 입기 좋은데..
도우미,청소 도우미인데?
오늘도 엠한다고 세 옮기고 왔다,오늘도 엠티한다고 생수 세 박스 옮기고 왔다
연예인들이장애가 많이구나 불쌍해,연예인들이 공황장애가 많이 오는구나 불쌍해
같이 돈게.,같이 가자 나도 돈 모을게.
[UNK] 이랑 [UNK]겨,[UNK]이랑 [UNK] 진짜 사겨?
,동물실험 하지마라
##이 경솔하고 거만,제작진이 정말 경솔하고 거만하네
,이쁘네
,안 마셔.
,마셔봐.
정치꾼,전형적인 네거티브 정치전략꾼
##하면 당연하다 그러지,본인이 의혹 제기하면 당연하다 그러지
